,Date,Open,High,Low,Close,Adj Close,Volume,SMA20,SMA100,RSI,RSI Buy Stock Flag,RSI Sell Stock Flag,SMA Buy Stock Flag,SMA Sell Stock Flag
0,2014-12-29,74.0,74.0999984741211,73.5,74.0,48.32783889770508,8614012,,,,False,False,False,False
1,2015-01-05,73.1500015258789,73.3499984741211,70.44999694824219,71.0999984741211,46.43392562866211,135730555,,,,False,False,False,False
2,2015-01-12,71.0,71.5,69.80000305175781,70.19999694824219,45.846153259277344,95830978,,,,False,False,False,False
3,2015-01-19,70.0,73.8499984741211,69.75,73.0999984741211,47.74007797241211,116975793,,,,False,False,False,False
4,2015-01-26,72.44999694824219,73.4000015258789,72.1500015258789,72.44999694824219,47.31556701660156,81425197,,,,False,False,False,False
5,2015-02-02,71.4000015258789,72.9000015258789,71.0999984741211,72.8499984741211,47.57679748535156,67773042,,,,False,False,False,False
6,2015-02-09,73.05000305175781,73.05000305175781,70.0,71.75,46.858428955078125,96048948,,,,False,False,False,False
7,2015-02-16,71.9000015258789,72.19999694824219,71.5999984741211,71.94999694824219,46.989044189453125,30608978,,,,False,False,False,False
8,2015-02-23,72.1500015258789,72.30000305175781,69.1500015258789,69.80000305175781,45.58491134643555,124944507,,,,False,False,False,False
9,2015-03-02,69.55000305175781,70.05000305175781,67.3499984741211,67.80000305175781,44.27876281738281,128160451,,,,False,False,False,False
10,2015-03-09,66.6500015258789,67.0999984741211,64.8499984741211,65.0,43.41422271728516,152492664,,,,False,False,False,False
11,2015-03-16,64.5,66.75,64.3499984741211,66.44999694824219,44.3826904296875,88128496,,,,False,False,False,False
12,2015-03-23,67.3499984741211,67.94999694824219,66.9000015258789,67.3499984741211,44.98381805419922,71391447,,,,False,False,False,False
13,2015-03-30,67.05000305175781,67.3499984741211,66.0,67.0,44.75004196166992,65369265,,,31.283419405429356,False,False,False,False
14,2015-04-06,67.0,69.44999694824219,67.0,69.19999694824219,46.21945190429688,117284460,,,38.51673575712089,False,False,False,False
15,2015-04-13,69.19999694824219,71.69999694824219,69.19999694824219,70.55000305175781,47.121124267578125,167952844,,,48.57882308595825,False,False,False,False
16,2015-04-20,70.4000015258789,73.94999694824219,69.80000305175781,73.80000305175781,49.291839599609375,141676823,,,58.29494610552755,False,False,False,False
17,2015-04-27,76.0,78.25,76.0,76.94999694824219,51.39575958251953,252058821,,,58.76993245462593,False,False,False,False
18,2015-05-04,76.4000015258789,77.0,74.05000305175781,76.55000305175781,51.12859344482422,152914858,,,59.44702664313389,False,False,False,False
19,2015-05-11,76.80000305175781,76.8499984741211,74.30000305175781,75.6500015258789,50.5274772644043,98595909,71.17499961853028,,56.306318381082384,False,False,False,False
20,2015-05-18,75.3499984741211,75.44999694824219,73.80000305175781,75.1500015258789,50.19351959228516,79920127,71.23249969482421,,57.870380018317626,False,False,False,False
21,2015-05-25,75.1500015258789,75.5999984741211,73.30000305175781,74.1500015258789,50.045711517333984,104738698,71.3849998474121,,54.91072751430427,False,False,False,False
22,2015-06-01,73.80000305175781,74.5999984741211,72.8499984741211,73.0999984741211,49.337032318115234,109399218,71.52999992370606,,57.74646979242669,False,False,False,False
23,2015-06-08,73.0,75.30000305175781,72.5999984741211,73.25,49.43826675415039,109131808,71.5375,,64.01027712946438,False,False,False,False
24,2015-06-15,73.0,73.4000015258789,71.69999694824219,72.5,48.93207550048828,57481877,71.5400001525879,,71.55173169777765,False,True,False,False
25,2015-06-22,72.5,73.80000305175781,71.75,71.94999694824219,48.56087112426758,62140473,71.49500007629395,,66.66666666666666,False,False,False,False
26,2015-06-29,71.0,71.0,69.30000305175781,69.55000305175781,46.94105529785156,93554236,71.38500022888184,,56.11112641700169,False,False,False,False
27,2015-07-06,68.5,69.0,65.0,68.0999984741211,45.9624137878418,190100130,71.19250030517578,,52.87957738743147,False,False,False,False
28,2015-07-13,67.05000305175781,70.44999694824219,67.0,70.30000305175781,47.44724655151367,87070001,71.21750030517578,,52.87959620943041,False,False,False,False
29,2015-07-20,70.0999984741211,71.0,69.0,69.1500015258789,46.671085357666016,43281901,71.28500022888184,,46.296292558595965,False,False,False,False
30,2015-07-27,68.5,70.19999694824219,67.5999984741211,69.69999694824219,47.04228973388672,65377151,71.52000007629394,,37.345657790508085,False,False,False,False
31,2015-08-03,69.80000305175781,71.5,69.3499984741211,71.05000305175781,47.95343780517578,74099226,71.75000038146973,,29.513923106348386,True,False,False,False
32,2015-08-10,70.80000305175781,70.9000015258789,67.75,68.0,45.89492034912109,76313618,71.78250045776367,,24.92670419459634,False,False,False,False
33,2015-08-17,67.80000305175781,68.1500015258789,64.0,64.9000015258789,44.30277633666992,106633615,71.67750053405761,,22.077944210740753,False,False,False,False
34,2015-08-24,62.70000076293945,62.84999847412109,60.0,61.150001525878906,41.74291229248047,171374931,71.27500076293946,,18.888909987447107,False,False,False,False
35,2015-08-31,61.5,61.75,59.0,59.400001525878906,40.54830551147461,94788413,70.71750068664551,,18.279590710324058,False,False,False,False
36,2015-09-07,58.70000076293945,62.34999847412109,58.09999847412109,60.45000076293945,41.26506423950195,148749797,70.0500005722046,,22.795717237386114,False,False,False,False
37,2015-09-14,60.84999847412109,61.79999923706055,60.0,60.25,41.128543853759766,95922778,69.21500072479247,,22.10301708034011,False,False,False,False
38,2015-09-21,59.5,61.150001525878906,58.25,58.75,40.104591369628906,140924589,68.32500057220459,,21.413734109532683,False,False,False,False
39,2015-09-28,58.75,59.650001525878906,56.79999923706055,59.34999847412109,40.51416015625,86186801,67.5100004196167,,23.858930947982074,False,False,False,False
40,2015-10-05,60.29999923706055,63.20000076293945,60.09999847412109,62.650001525878906,42.766849517822266,122337508,66.8850004196167,,36.20000537109047,False,False,False,False
41,2015-10-12,63.20000076293945,63.29999923706055,61.09999847412109,62.75,42.83510971069336,69562700,66.31500034332275,,38.68922536351712,False,False,False,False
42,2015-10-19,62.20000076293945,62.70000076293945,60.5,61.09999847412109,41.70877456665039,60022754,65.71500034332276,,30.086575439829517,False,False,False,False
43,2015-10-26,61.70000076293945,61.79999923706055,60.79999923706055,61.0,42.165016174316406,52311547,65.10250034332276,,31.519273474138615,False,False,False,False
44,2015-11-02,60.5,62.09999847412109,60.20000076293945,60.900001525878906,42.09589385986328,91633730,64.5225004196167,,29.62964598206527,True,False,False,False
45,2015-11-09,61.650001525878906,62.59999847412109,61.0,61.04999923706055,42.19957733154297,94561500,63.97750053405762,,25.49018397875588,False,False,False,False
46,2015-11-16,60.5,63.0,60.20000076293945,62.95000076293945,43.51292037963867,72828524,63.6475004196167,,36.883116265456216,False,False,False,False
47,2015-11-23,62.70000076293945,63.0,61.79999923706055,62.0,42.85624313354492,64189668,63.34250049591064,,41.5204626179712,False,False,False,False
48,2015-11-30,61.79999923706055,63.0,61.34999847412109,61.5,42.510623931884766,67218680,62.90250034332276,,51.26353253675468,False,False,False,False
49,2015-12-07,61.900001525878906,62.0,59.75,60.04999923706055,41.50835037231445,85245952,62.447500228881836,,52.39851567446526,False,False,False,False
50,2015-12-14,59.0,61.95000076293945,58.79999923706055,61.5,42.510623931884766,105229381,62.03750038146973,,53.76343791983886,False,False,False,False
51,2015-12-21,61.0,62.25,60.900001525878906,62.150001525878906,42.959938049316406,25909606,61.59250030517578,,56.59722682134556,False,False,False,False
52,2015-12-28,62.25,62.45000076293945,61.59999847412109,61.900001525878906,42.7871322631836,22945088,61.28750038146973,,61.97719072381769,False,False,False,False
53,2016-01-04,61.59999847412109,61.59999847412109,56.84999847412109,57.400001525878906,39.67659378051758,153262075,60.91250038146973,,44.281534899663434,False,False,False,False
54,2016-01-11,56.20000076293945,57.59999847412109,55.79999923706055,56.09999847412109,38.77798461914063,140267254,60.660000228881835,,28.239196931615282,True,False,False,False
55,2016-01-18,54.34999847412109,54.650001525878906,51.75,52.84999847412109,36.531497955322266,198025046,60.33250007629395,,22.80220045097255,False,False,False,False
56,2016-01-25,53.70000076293945,54.84999847412109,51.70000076293945,54.5,37.672019958496094,127452467,60.035000038146975,,31.868140620605004,False,False,False,False
57,2016-02-01,54.79999923706055,55.0,51.900001525878906,52.34999847412109,36.18587875366211,118434731,59.63999996185303,,28.641979587892294,True,False,False,False
58,2016-02-08,52.34999847412109,52.34999847412109,47.79999923706055,48.09999847412109,33.248146057128906,101642152,59.10749988555908,,23.770495391409696,False,False,False,False
59,2016-02-15,49.59999847412109,51.150001525878906,49.400001525878906,50.25,34.73430252075195,91859878,58.652499961853025,,29.54546603945755,False,False,False,False
60,2016-02-22,50.34999847412109,51.25,47.650001525878906,49.54999923706055,34.250431060791016,174274555,57.99749984741211,,23.412708264204625,False,False,False,False
61,2016-02-29,50.04999923706055,51.29999923706055,49.09999847412109,50.25,34.73430252075195,110355019,57.37249984741211,,26.45291733226351,False,False,False,False
62,2016-03-07,50.04999923706055,50.650001525878906,49.150001525878906,50.29999923706055,35.91820526123047,147935005,56.83249988555908,,27.142866262537325,False,False,False,False
63,2016-03-14,50.5,51.0,49.79999923706055,50.0,35.7039794921875,91055005,56.28249988555908,,28.479668162321445,False,False,False,False
64,2016-03-21,50.400001525878906,50.650001525878906,48.650001525878906,48.79999923706055,34.84708404541016,69168785,55.677499771118164,,22.51083266218363,False,False,False,False
65,2016-03-28,48.79999923706055,49.25,47.84999847412109,47.95000076293945,34.240108489990234,113433560,55.02249984741211,,19.527904338553824,False,False,False,False
66,2016-04-04,47.95000076293945,47.95000076293945,45.04999923706055,46.0,32.84765625,135943308,54.17499980926514,,18.200006652830027,False,False,False,False
67,2016-04-11,45.95000076293945,49.5,45.75,49.29999923706055,35.20412063598633,149567696,53.53999977111816,,32.98319337832859,False,False,False,False
68,2016-04-18,49.09999847412109,52.900001525878906,48.400001525878906,52.150001525878906,37.23925018310547,178594813,53.07249984741211,,42.20908087336836,False,False,False,False
69,2016-04-25,51.59999847412109,53.45000076293945,51.04999923706055,51.79999923706055,36.98933029174805,117628561,52.65999984741211,,47.66147250657803,False,False,False,False
70,2016-05-02,51.79999923706055,53.09999847412109,48.34999847412109,48.34999847412109,34.5257453918457,133740408,52.00249977111817,,37.31958847216153,False,False,False,False
71,2016-05-09,49.0,49.20000076293945,47.04999923706055,47.29999923706055,33.775962829589844,117207618,51.259999656677245,,39.09287673422443,False,False,False,False
72,2016-05-16,47.45000076293945,49.400001525878906,47.45000076293945,48.70000076293945,34.77568435668945,125399998,50.599999618530276,,51.477837649921796,False,False,False,False
73,2016-05-23,48.25,51.150001525878906,47.900001525878906,50.84999847412109,36.90116882324219,134511179,50.27249946594238,,51.47782853182658,False,False,False,False
74,2016-05-30,50.59999847412109,51.75,50.0,50.79999923706055,36.864891052246094,119612450,50.00749950408935,,53.18066133062066,False,False,False,False
75,2016-06-06,50.5,51.09999847412109,49.20000076293945,49.34999847412109,35.81263732910156,73646395,49.83249950408935,,47.794114072155345,False,False,False,False
76,2016-06-13,47.95000076293945,48.20000076293945,46.29999923706055,47.70000076293945,34.615264892578125,183993372,49.492499542236324,,44.090912558815695,False,False,False,False
